Type,Roll Speed [rpm],Rolling Torque [Nm],Roll Wear [min],Ambient Temp [K],Mill Process Temp [K],TWF,HDF,PWF,OSF,RNF,Power [W],Temp Diff [K],Probability
L,1392.9744955038557,49.247574230374084,239.25372465938645,301.79669523640865,311.1392164412857,0,0,0,1,0,7183.8395900710775,9.342521204877073,0.7441158369006828
L,2340.8630621221546,79.7199292604559,85.60101938774791,304.38906794119674,302.63987580122523,0,1,1,0,0,19542.113500159256,-1.7491921399715125,0.9998270212845192
H,2757.7621478085744,47.62494239650029,250.97535778888832,298.520433834146,309.64801777599394,0,0,1,0,0,13753.710784506617,11.127583941847945,0.87573685461229
M,2525.2720833462417,73.59094371248636,112.31168140897645,301.0873117757761,309.1071711436275,0,0,1,0,0,19460.82144167156,8.019859367851438,0.9999359048116725
L,2231.080818471206,76.620497373735,255.69380210821384,300.15540722402164,311.33947443103204,0,0,1,1,0,17901.477921587375,11.1840672070104,0.9999751500742949
L,1246.6082513862552,25.839296869964475,268.0285837096295,304.27626605580883,301.6841691583486,1,1,0,0,0,3373.1783697012356,-2.5920968974602374,0.9878379503150647
H,2618.906305737541,61.25143236731653,264.4342667346794,296.9614271402344,312.71202065437,0,0,1,1,0,16798.280483356895,15.75059351413563,0.9976721955243361
H,2182.1848786544406,60.426246110231965,147.1398740457662,296.6526742448571,313.2846618257074,0,0,1,0,0,13808.476818662575,16.631987580850307,0.6267298867394326
M,2224.6726767175996,71.11514220750378,262.57215850277044,304.57007914540037,313.9566891567596,0,0,1,1,0,16567.49398797829,9.38661001135921,0.9999709425355108
M,2773.0687612025563,66.05156535718588,42.67608989164796,304.03241963285444,312.11406501608775,0,0,1,0,0,19181.049711913147,8.081645383233308,0.9993236734496569
H,2512.057879537112,78.18640936862316,98.37999544268219,298.5663523226152,303.5259188110644,0,0,1,0,0,20567.87994469835,4.959566488449184,0.9998670101007873
H,2004.3586944568156,73.23237383827123,220.21264981337984,302.3576914591156,300.0007378378631,0,1,1,1,0,15371.17879877372,-2.356953621252501,0.9991142095614663
L,2266.707859531458,78.8770258896991,81.18029550200679,297.53651944984875,305.2879868978806,0,0,1,0,0,18722.96801335853,7.75146744803186,0.9997915455244072
M,1422.9533341658318,62.2661284181639,157.36919965857095,306.1473480168048,313.0729089874291,0,1,1,0,0,9278.358279565122,6.9255609706243035,0.9870587283202419
M,1134.744319569872,60.94672624909506,118.85327566024564,303.9855325429089,302.59589436910966,0,1,0,0,0,7242.308455730104,-1.3896381737992556,0.9882230342372517
L,1243.9310574376952,71.15848221543723,161.85408305134604,298.92873422845423,302.3966203395006,0,1,1,1,0,9269.39960815432,3.4678861110463686,0.9979248727473632
M,2294.9865087907506,66.08388913279882,267.035007037141,307.4712153084171,302.33842773753344,1,1,1,1,0,15881.969174385851,-5.132787570883636,0.9998464473776426
M,2041.9688021093925,65.88833000601262,279.6072393448252,304.56573432016097,304.3157557394048,1,1,1,1,0,14089.196318340975,-0.24997858075619206,0.9996368084514129
L,2326.259169265698,77.31310078698834,98.59562440447993,306.4655837924065,312.5358698822665,0,0,1,0,0,18833.880380564107,6.070286089860019,0.9999432945019341
L,1365.4292073007289,22.441639133790197,159.37207446480724,301.68634144186905,300.65424179377703,0,1,0,0,0,3208.8719057553185,-1.0320996480920144,0.9760271640974735
L,1387.218749352874,78.52065836647112,28.218352200418572,307.87188673058404,311.4282316163502,0,1,1,0,0,11406.633831306492,3.5563448857661797,0.9971494539956133
L,1518.3821717424075,79.37973067040254,214.11550144637144,297.18737274654154,304.6929596809691,0,0,1,1,0,12621.743053880566,7.505586934427583,0.9996214432876687
L,1200.0216117213188,54.42265369870842,256.9750111024928,308.0306817127003,301.40162617479285,1,1,0,1,0,6839.07552989275,-6.629055537907448,0.9989379001964306
L,1249.1436201361307,66.4767488899434,247.21454893302334,295.49784957260437,307.92094808052826,0,0,0,1,0,8695.82445362882,12.423098507923896,0.9990050397638855
L,2022.988029959889,68.807173324032,244.3271735636197,306.5525815864632,314.7155233260155,0,0,1,1,0,14576.580250010511,8.16294173955231,0.9998221730628559
M,1124.6519036489406,75.70367843098202,164.5881151305664,301.2446263570044,307.55351958525716,0,1,1,1,0,8915.869907087079,6.308893228252771,0.9981624006667063
L,1931.5688172114046,61.648215896821455,117.19136183962743,305.3201850812527,310.1650035173753,0,0,1,0,0,12469.795067801922,4.84481843612258,0.985151316022531
H,2736.2132104402244,72.84612595058266,203.25507627427496,306.72011133861076,302.83807268899596,0,1,1,1,0,20873.00675714156,-3.882038649614799,0.999917011275832
H,1194.9929091289987,32.10484797655238,44.1434000763327,306.0411718619013,307.6145827495082,0,1,0,0,0,4017.580283226763,1.573410887606883,0.9889894335618751
M,1758.6860049866066,49.95197001973912,264.30406395565547,309.09808597503763,313.0773059361442,1,1,1,1,0,9199.612747235635,3.979219961106594,0.7855899425473339
M,2269.639932035877,73.62967312595109,137.67081323875482,296.11990778060505,301.26402537241705,0,0,1,0,0,17500.016342870487,5.144117591812005,0.9999469130838586
L,2712.543374739836,75.05497210389231,170.92024624944804,306.7761562944753,310.93470400438054,0,0,1,1,0,21319.88105077206,4.1585477099052355,0.9999448434836776
M,2673.526154504673,61.14792697707763,41.27769793816529,305.70392830049315,306.0875437723475,0,0,1,0,0,17119.64652087138,0.3836154718543412,0.9233330722655845
H,2689.2021423882816,21.32136813319349,245.74557674017285,307.7189741800978,312.3005925731834,0,0,1,0,0,6004.36569845512,4.581618393085591,0.56127687777476
H,2180.728246151653,75.19748723845763,191.1458147702357,301.0739237176388,306.3114915889412,0,0,1,1,0,17172.498831934765,5.23756787130236,0.9994728903091518
H,2742.656155532567,69.54432765140818,208.2869841881931,298.9680372530256,311.4366867082766,0,0,1,1,0,19973.8458856598,12.468649455251011,0.9993335144901675
L,2293.887087664728,65.83656952620376,65.9215140762074,307.638769623283,313.1555667944749,0,0,1,0,0,15814.950910771764,5.516797171191911,0.9991101248982641
M,2351.9534163066955,67.22892658405954,226.384963471818,295.75134187322857,302.44839305506986,0,0,1,1,0,16558.214747867165,6.697051181841289,0.999416812000943
L,2426.4958209719907,54.262176489652965,230.6686384320361,295.6035768598465,303.5625536524763,0,0,1,1,0,13788.13018424061,7.958976792629812,0.9872734331556925
M,2359.745563079782,61.201755434234975,188.75405612510403,295.78845819172386,309.0442069624139,0,0,1,0,0,15123.686812462804,13.255748770690047,0.964585604865139
M,2351.2039033315305,68.22311224599534,220.41159821204292,301.60563815742887,309.2274344459109,0,0,1,1,0,16797.72393429961,7.621796288482017,0.9996947122074509
H,2639.8167664846724,62.743357354698404,14.553898439818798,302.50082972960985,308.14846236196024,0,0,1,0,0,17344.834276247562,5.647632632350394,0.9905963092998306
M,2578.4467024198566,66.9514879090645,165.9560869228969,306.09340310889036,310.56545024416715,0,0,1,0,0,18077.859628227612,4.472047135276796,0.9998399506536737
L,1204.7414212691133,22.17707179180737,164.92058614009335,309.9205733271233,303.50085317944826,0,1,0,0,0,2797.864402973913,-6.4197201476750365,0.9935447636229677
L,1442.2071088317564,68.77035592814805,239.41129344568844,307.45742305606103,303.7302455145571,0,1,1,1,0,10386.220106193257,-3.72717754150392,0.999697828450419
H,2792.0335193646692,30.72443095439791,231.8157775900302,295.5781991850501,302.4285875540481,0,0,1,0,0,8983.24188801698,6.850388368997983,0.8920083520726372
H,1125.9367793300253,34.44781790433633,274.50258926851257,306.7342382443184,305.1983109732622,1,1,0,0,0,4061.6672441605883,-1.5359272710562095,0.9766889134911007
L,1850.7586689020586,52.646313995487,273.9896532482854,307.2703685063217,303.7617414424788,1,1,1,1,0,10203.434477121293,-3.50862706384288,0.9384563185084145
L,1212.5527014261922,31.864442702083025,254.1832081899559,298.8105999455964,303.19287557825703,1,1,0,0,0,4046.0902781534382,4.382275632660651,0.9774822137848087
L,1505.2169086035706,70.28559164680135,112.16364508523772,307.39541521744366,311.3015797555083,0,1,1,0,0,11078.832878482624,3.9061645380646723,0.9995631482708139
L,2044.1117011916945,71.36038842689206,77.23507234437699,296.87682008061483,311.68221350860836,0,0,1,0,0,15275.324593674999,14.805393427993522,0.9996595300373673
M,1270.2523411977697,70.59956227003985,198.76852867034586,306.78853273842174,303.72715295809746,0,1,1,1,0,9391.190069130249,-3.0613797803242733,0.9994356925199851
M,2748.2426376029243,70.59006373177053,17.49366976328178,306.0331622021947,308.6954032914978,0,0,1,0,0,20315.48828769811,2.6622410893031088,0.999779123381817
M,2140.5232468598147,63.19741515952153,5.289424198849564,298.7739708338508,304.1084913543057,0,0,1,0,0,14166.021034012037,5.33452052045493,0.9202978326536023
H,1308.1202326213484,49.66610700196587,56.88386367420742,305.00353951284825,306.46449468290115,0,1,0,0,0,6803.562844970874,1.4609551700528982,0.9962935785666976
H,2326.8685728428654,77.16787670552381,87.2196155421973,301.198753408902,314.6083248939462,0,0,1,0,0,18803.427617012974,13.409571485044182,0.9998008935782875
L,1140.1220433066765,78.08765585254764,191.13286127247054,307.8996591861564,313.0174164139207,0,1,1,1,0,9323.143013768453,5.1177572277643435,0.9997444048782869
L,1482.176160299641,64.60070001433272,272.02886826937436,296.06936559362987,312.3832420530786,0,0,1,1,0,10026.876497391939,16.31387645944875,0.9992374985585833
H,1092.3774543936172,72.33486435674692,218.3858862623331,309.59690156455395,305.1390177360512,0,1,0,1,0,8274.638271241834,-4.457883828502759,0.9994273861038535
L,1202.4517173540994,70.32672193421097,247.34510378407325,296.73045331002737,310.3582006142887,0,0,0,1,0,8855.572429697124,13.627747304261334,0.9998450438239607
M,2617.597428968283,59.72933496397017,26.143446796851357,308.67597389935327,307.70228991457225,0,0,1,0,0,16372.656586334595,-0.9736839847810188,0.8380509426442553
H,2074.1495758135097,64.96523595132516,4.901156356279546,301.8162639588168,305.83180324796604,0,0,1,0,0,14110.7374123742,4.015539289149217,0.9232760640602884
L,1187.264142832862,65.21233753011359,139.66666260455472,305.08091864866884,305.07121585063317,0,1,0,0,0,8107.850596793713,-0.009702798035675642,0.9951504072904336
H,1205.7040861358294,21.659825659286746,39.40418356742001,307.2025012849108,308.3527379961181,0,1,0,0,0,2734.792041333042,1.1502367112072989,0.9425719569966368
M,1000.3119458811657,69.0440493379464,234.94282500897003,301.20797177017954,309.48028764647563,0,1,0,1,0,7232.53139393836,8.27231587629609,0.9977943559703005
H,1009.3810193637431,60.20042743646409,75.10908286135113,309.22999365456246,304.6605263693522,0,1,0,0,0,6363.313597792314,-4.569467285210237,0.9948417487861595
H,1801.0257805164424,52.69567877673252,273.4329582743117,308.85505460543374,312.44304314054307,1,1,1,1,0,9938.56198190359,3.587988535109332,0.9594314593879011
M,2353.5936426581975,21.67581448176295,230.27289738919546,305.5398774335276,303.8308755052581,0,1,1,0,0,5342.38922279439,-1.7090019282694584,0.670522105772242
L,2047.9384664387196,66.8525672670163,261.6594621900306,302.5052899593175,301.3769579175639,0,1,1,1,0,14337.175818164142,-1.1283320417535947,0.9997999321699375
L,1260.2682961680932,61.47399352825391,63.21198950533403,306.4843622744284,305.6160102540786,0,1,0,0,0,8113.029518847341,-0.8683520203497892,0.9932249923884264
L,1291.1344366933308,67.11414607932558,41.52373088947843,309.24727017755816,311.4435998503947,0,1,0,0,0,9074.321277625528,2.196329672836555,0.9990074987032466
M,1010.7609410758416,50.85549077363231,209.23588568055678,296.72712518462686,301.48474368153404,0,1,0,0,0,5382.882734128117,4.757618496907185,0.9761292597501754
H,2102.4495794026843,67.43250215649161,239.74406589643735,298.2342734857666,304.9974302846738,0,0,1,1,0,14846.47947913322,6.7631567989071755,0.9989647939310138
H,2555.180093576175,37.11648152898765,229.8710275026265,309.14640818506297,308.2079042729268,0,1,1,0,0,9931.547721570214,-0.9385039121361842,0.5513945449109969
M,2283.401078743458,77.90971387036285,39.6909686067542,306.4111192665288,302.86344406331324,0,1,1,0,0,18629.55277418586,-3.547675203215533,0.9998281576672138
M,2169.1240911631917,71.03788034463977,225.83164474974774,302.51230444514846,309.1335124280639,0,0,1,1,0,16136.264724930707,6.62120798291545,0.9998210507100403
H,2734.8508779065396,64.1752833119092,241.7535902008001,300.41484019065024,302.0020199712407,0,0,1,1,0,18379.34640879456,1.5871797805904748,0.9984984451503628
M,2493.7144984096894,71.08981204230622,56.06720161529492,305.07945181164695,301.7735214945456,0,1,1,0,0,18564.476806391052,-3.3059303171013426,0.9998281576672138
H,1394.8177390223375,66.28704135958824,183.78802028619444,309.6275014363207,303.6166133025971,0,1,1,0,0,9682.214844590784,-6.010888133723597,0.9826071669260793
M,2170.4317746948736,69.46881660347165,240.7323751185832,297.1711596829049,311.9497324404244,0,0,1,1,0,15789.36475125873,14.778572757519498,0.9996423832954832
L,1020.0819038362362,56.47450948702855,279.87233577428145,296.7543486015108,313.3380021289436,1,0,0,1,0,6032.761119089957,16.583653527432773,0.9855175198625364
M,2333.046802578526,69.59579785849365,67.47487173039455,304.32192978561955,300.24649957208106,0,1,1,0,0,17003.37320268968,-4.075430213538482,0.9992210571160232
M,1036.9421086534412,44.66738621830397,91.91491953801075,308.68272659127734,311.98920279362034,0,1,0,0,0,4850.356593124293,3.306476202342992,0.9988513799204911
M,1754.454719845423,61.8047892877144,238.0249913345546,295.6757791610445,303.328983474147,0,0,1,1,0,11355.150958383287,7.653204313102492,0.9966076525241315
M,2215.4085192936727,75.9511580032885,50.0489703841762,306.6281448303798,308.4830796592747,0,0,1,0,0,17620.443661364527,1.8549348288948977,0.9994273161029208
M,2792.504752148074,75.90159765601382,149.89220579805013,303.5941132069211,309.3855792922911,0,0,1,0,0,22195.93561180059,5.7914660853699615,0.9999525628113339
H,2048.315924507995,65.49621034537968,12.404073454442601,299.84573959111356,313.95973893150585,0,0,1,0,0,14048.880924787958,14.113999340392297,0.9922294940179051
M,2262.256410108187,49.064908945948886,243.14332990627324,298.36004637601894,311.3896495401156,0,0,1,0,0,11623.621046887414,13.02960316409667,0.6596753342501179
L,1271.9417719646494,79.751085292054,99.8700403874177,296.6626934877091,307.6584110229401,0,0,1,0,0,10622.639671320041,10.995717535230995,0.9976752650526095
M,1162.969756659286,20.671098338919467,102.87690598533761,303.8036790476877,300.5586896488076,0,1,0,0,0,2517.448483227739,-3.2449893988800795,0.9882185323986526
M,1459.8099602897087,78.95669384091292,32.10323928603949,298.204866352269,308.7391231606241,0,0,1,0,0,12070.184130144395,10.53425680835511,0.9998311052824386
H,1504.4083973558754,71.42000359386402,7.216329605120504,296.7884816589019,314.371213006298,0,0,1,0,0,11251.598710295548,17.582731347396077,0.999352229596277
L,1001.4116513586207,58.26521873759888,167.47272040137673,307.66908249218363,309.58983386451945,0,1,0,0,0,6110.132656399344,1.9207513723358147,0.9973568271538747
L,2557.760052817949,76.14716354518899,211.03531215472324,307.07758354441154,313.0202772476669,0,0,1,1,0,20395.865947523278,5.942693703255372,0.9999600936200104
L,2144.7895073615255,77.00191730792028,169.81858118610606,300.52939572328114,301.74274780430426,0,1,1,1,0,17294.77169441822,1.2133520810231175,0.9995888528267488
L,1438.9805914597848,50.89597892184187,229.19899220688748,304.834500823925,314.7586117591954,0,0,0,1,0,7669.499548582381,9.924110935270392,0.981626661511221
M,1218.9230081029546,67.60309595577246,231.92294763041784,308.99673361123007,314.51601623708785,0,1,0,1,0,8629.21874313634,5.519282625857784,0.9987918190537093
H,1732.4232148487072,62.63581851168712,62.62160720522836,295.59444153842827,313.6520643422127,0,0,1,0,0,11363.32347613011,18.057622803784454,0.9403394196170439
M,1711.4657567702866,64.8924065725449,245.62451207547866,302.0527190763434,301.8703892581461,0,1,1,1,0,11630.294517378941,-0.1823298181973314,0.998073573963615
M,1946.6685554706128,60.74860622771018,14.819316153069808,296.24318027365314,305.4942411581242,0,0,1,0,0,12383.886129533988,9.251060884471087,0.7510416596742031
H,2175.1907132529996,66.7911024650123,175.90600354701328,297.39540383755036,313.6661557630911,0,0,1,0,0,15214.040584959852,16.270751925540765,0.9967228168874019
L,1925.4536104284516,70.39049958670331,91.78025918676768,299.30919104154225,309.82112601929265,0,0,1,0,0,14193.049755589833,10.5119349777504,0.9999147363722624
H,1251.2666849262828,66.90648395120743,46.02474369929473,309.3506838036375,300.0534652043134,0,1,0,0,0,8766.913209157292,-9.297218599324083,0.9957706232567285
M,1599.4072940628462,68.0284357941159,150.26976132984177,307.6332839829105,308.3623674692181,0,1,1,0,0,11394.051429699271,0.7290834863076157,0.9991234778339592
